TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
FAPI;02.010.153/0001-45;BB FAPI FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL RESPONSABILIDADE LIMITADA;2024-06-30;15851498.93
FAPI;02.177.812/0001-32;ITAÚ FAPI FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL RENDA FIXA - CRÉDITO PRIVADO RESP LIMITADA;2024-06-30;75071088.32
FAPI;02.177.815/0001-76;ITAÚ FAPI CONSERVADOR FAPI MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-06-30;2067359.91
FAPI;02.185.027/0001-21;BRADESCO FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL FAPI FIX;2024-06-30;574018139.50
FAPI;02.226.122/0001-26;UNIBANCO FAPI CONSERVADOR MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-06-30;4454.21
FAPI;02.297.533/0001-02;BRADESCO FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL FAPI RENDA FIXA PLUS;2024-06-30;17965058.36
FAPI;02.661.252/0001-97;FAPI AGGRESSIVE IB MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-06-30;2416497.34
FAPI;02.661.267/0001-55;FAPI BALANCED IB MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-06-30;8252084.66
FAPI;02.661.317/0001-02;FAPI CAPITAL PRESERVATION IB MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-06-30;8854593.66
FAPI;02.661.339/0001-64;FAPI CONSERVATIVE IB MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-06-30;11044727.22
FAPI;03.564.825/0001-27;SICREDI FAPI COMPOSTO - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-06-30;75983893.82
FAPI;04.785.314/0001-06;FAPI BANRISUL CONSERVADOR;2024-06-30;9878357.31
FAPI;10.546.592/0001-03;SICREDI FAPI RENDA FIXA - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-06-30;65904758.77
FI;00.017.024/0001-53;FIF - CLASSE DE INVESTIMENTO   RENDA FIXA EXPONENCIAL - RESP LIMITADA;2024-06-30;1122698.72
FI;00.068.305/0001-35;CAIXA EMPREENDER FIC DE CLASSE DE FIF RENDA FIXA LONGO PRAZO - RESPONSABILIDADE LIMITADA;2024-06-30;37583994.90
FI;00.071.477/0001-68;BB RENDA FIXA AUTOMÁTICO EMPRESA SIMPLES FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO RESP LIMITADA;2024-06-30;1405448561.08
FI;00.073.041/0001-08;BB BESC RENDA FIXA PRÁTICO CRÉDITO PRIVADO FIF RESPONSABILIDADE LIMITADA;2024-06-30;9251979.08
FI;00.083.181/0001-67;OPP I FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-06-30;20599405455.16
FI;00.089.915/0001-15;AMARIL FRANKLIN FIC DE FIF MULTIMERCADO - CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-06-30;18597227.86
FI;00.102.322/0001-41;BOREAL AÇÕES III FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES;2024-06-30;78660229.41
FI;00.180.995/0001-10;SAFRA EXECUTIVE MAX FUNDO DE INVESTIMENTO FINANCEIRO CLASSE DE INV EM COTAS RENDA FIXA RESP LIMITADA;2024-06-30;107543314.32
FI;00.185.259/0001-54;OPPORTUNITY LÓGICA II FIC DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES - RESPONSABILIDADE LIMITADA;2024-06-30;591166476.90
FI;00.194.256/0001-87;BB EXTRAMERCADO FAE FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA RESPONSABILIDADE LIMITADA;2024-06-30;3819984852.16
FI;00.211.294/0001-09;BRADESCO FIF - CLASSE DE INVESTIMENTO RF LP EUCALIPTO - RESP LIMITADA;2024-06-30;397589986.94
FI;00.222.725/0001-24;SANTANDER CRESCIMENTO CENTRUM RENDA FIXA - CIC FIF RESPONSABILIDADE LIMITADA;2024-06-30;69306955.37
FI;00.222.816/0001-60;SAFRA EXECUTIVE FIF CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA RESPONSABILIDADE LIMITADA;2024-06-30;890196105.27
FI;00.280.302/0001-60;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CRÉDITO PRIVADO LP TIPO - RESP LIMITADA;2024-06-30;411454624.93
FI;00.306.278/0001-91;BRADESCO FIC DE FI FINANCEIRO RENDA FIXA REFERENCIADA DI - RESPONSABILIDADE LIMITADA;2024-06-30;2368873874.16
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-06-30;3962608158.11
FI;00.346.750/0001-10;NECTON FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO;2024-06-30;3562107.86
FI;00.360.293/0001-18;BB RENDA FIXA DIVIDA EXTERNA MIL FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-06-30;42609826.24
FI;00.398.561/0001-90;PORTO ALISIOS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC EM AÇÕES RESP LIMITADA;2024-06-30;25677966.70
FI;00.400.490/0001-13;PORTO SEGURO MACRO FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO RESPONSABILIDADE LIMITADA;2024-06-30;135220195.41
FI;00.463.569/0001-93;BRADESCO PRIVATE FUNDO DE INVESTIMENTO EM AÇÕES IBOVESPA ALAVANCADO;2024-06-30;988935.99
FI;00.524.617/0001-06;CAMBIAL DÓLAR FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2024-06-30;47023807.38
FI;00.539.553/0001-17;SELEÇÃO SAFRA CASH FIF CLASSE DE  INVESTIMENTO EM COTAS MULTIMERCADO CRÉDITO PRIVADO RESP LIMITADA;2024-06-30;375022766.16
FI;00.575.922/0001-27;ALFA AÇÕES PREMIUM FIF CLASSE DE INVESTIMENTO EM COTAS EM AÇÕES RESPONSABILIDADE LIMITADA;2024-06-30;12427260.46
FI;00.598.452/0001-17;MB MASTER RF REFERENCIADO DI LP FUNDO DE INVESTIMENTO FINANCEIRO - RESPONSABILIDADE LIMITADA;2024-06-30;27197789.19
FI;00.601.692/0001-23;FAMA FI EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO EM AÇÕES RESP LTDA;2024-06-30;63483831.65
FI;00.638.573/0001-45;PAULA SOUZA FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I;2024-06-30;31993030.09
FI;00.743.026/0001-20;BANRISUL VIP FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESPONSABILIDADE LIMITADA;2024-06-30;83979909.21
FI;00.756.851/0001-69;BB RENDA FIXA REFERENCIADO DI ÁGIL FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA;2024-06-30;2686289249.50
FI;00.777.815/0001-81;BRADESCO H FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI LP FUNCIONÁRIO - RESP LIMITADA;2024-06-30;114683740.68
FI;00.785.365/0001-79;ITAÚ MONEY MARKET RENDA FIXA FIF DA CIC RESP LIMITADA;2024-06-30;61623665.82
FI;00.793.947/0001-05;BRADESCO VÊNUS FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA - RESPONSABILIDADE LIMITADA;2024-06-30;49304614.80
FI;00.807.777/0001-62;DAYCOVAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO;2024-06-30;417948699.66
FI;00.809.773/0001-13;BRADESCO H FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA CURTO PRAZO OVER - RESP LIMITADA;2024-06-30;62531737.08
FI;00.812.433/0001-41;BNB AUTOMÁTICO CLASSE DE INVESTIMENTO RENDA FIXA CURTO PRAZO - RESP LIMITADA;2024-06-30;4339622993.25
FI;00.813.342/0001-20;SANTANDER MAIS 2 RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2024-06-30;731380755.68
FI;00.817.201/0001-86;ITAU RENDA FIXA PLUS FIF DA CLASSE DE INVESTIMENTO EM COTAS RESPONSABILIDADE LIMITADA;2024-06-30;14602197.90
FI;00.817.677/0001-17;CLASSE ÚNICA DO WESTERN ASSET ALPHA CREDIT RF FUNDO DE  INVESTIMENTO FINANCEIRO  CP  RESP LIMITADA;2024-06-30;209022277.94
FI;00.819.858/0001-82;WESTERN ASSET RF ATIVO SILVER FUNDO DE INVESTIMENTO EM COTAS DE FIF RF RESP LIMITADA;2024-06-30;868023.49
FI;00.819.875/0001-10;WESTERN ASSET DI RENDA FIXA REFERENCIADO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-06-30;167815437.31
FI;00.819.880/0001-22;WESTERN ASSET CAMBIO DOLAR PRIME FIC DEFI FINANCEIRO CAMBIAL - RESPONSABILIDADE LIMITADA;2024-06-30;29921862.42
FI;00.819.889/0001-33;WESTERN ASSET HEDGE DÓLAR FUNDO DE INVESTIMENTO  FINANCEIRO CAMBIAL - RESPONSABILIDADE LIMITADA;2024-06-30;58394003.25
FI;00.819.901/0001-00;WESTERN ASSET DI SILVER FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REFERENCIADO RESP LIMITADA;2024-06-30;3488816.85
FI;00.819.915/0001-23;WESTERN ASSET DI EXCELLENT FIC DE FI FINANCEIRO RENDA FIXA REFERENCIADO - RESPONSABILIDADE LIMITADA;2024-06-30;105740217.75
FI;00.819.929/0001-47;WESTERN ASSET DI PLUS FUNDO DE INVESTIMENTO EM COTAS DE FIF RF REFERENCIADO RESP LIMITADA;2024-06-30;10923818.87
FI;00.822.055/0001-87;BB RF IV FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA LONGO PRAZO RESP LIMITADA;2024-06-30;116224529490.87
FI;00.822.059/0001-65;BB AÇÕES IBOVESPA ATIVO FUNDO DE INVESTIMENTO EM COTAS DE FIF RESPONSABILIDADE LIMITADA;2024-06-30;139849721.84
FI;00.822.954/0001-80;ITAÚ B CAMBIAL FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2024-06-30;390170512.61
FI;00.824.198/0001-28;BRADESCO FC DE FUNDO DE INVESTIMENTO FINANCEIRO RF REF DI FEDERAL - RESP LIMITADA;2024-06-30;67681042.70
FI;00.825.076/0001-56;PRATICBEC FIF - CLASSE DE INVESTIMENTO RF CURTO PRAZO - RESPONSABILIDADE LIMITADA;2024-06-30;1143192.74
FI;00.825.077/0001-09;BECMAXI FI FINANCEIRO - CI RF - RESP LIMITADA;2024-06-30;5824201.47
FI;00.826.901/0001-37;CS EVOLUTION DI FUNDO DE INVESTIMENTO EM COTAS DE FIF RENDA FIXA REFERENCIADO - RESP LIMITADA;2024-06-30;11445649.19
FI;00.826.903/0001-26;CSHG TOP FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO MULT RESP LIMITADA;2024-06-30;174678908.55
FI;00.826.907/0001-04;ITAÚ MEDIUM TERM CAPITAL FIX RENDA FIXA REFERENCIADO DI FIF DA CIC RESP LIMITADA;2024-06-30;25286505.35
FI;00.826.911/0001-72;GOLDEN DI RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-06-30;7882989.60
FI;00.828.941/0001-18;ITAÚ ADVANTAGE RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-06-30;2782838.21
FI;00.829.163/0001-81;BRADESCO FIF - CIC MULTI MULTIPERFORMANCE - RESP LIMITADA;2024-06-30;7477040.75
FI;00.829.280/0001-45;ITAÚ RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-06-30;2489079586.27
FI;00.829.282/0001-34;ITAU EMPRESA RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2024-06-30;18293298.05
FI;00.829.288/0001-01;ITAÚ PRIVATE RENDA FIXA REFERENCIADO DI EXCLUSIVE FIF DA CIC RESPONSABILIDADE LIMITADA;2024-06-30;2566663678.07
FI;00.829.292/0001-70;ITAÚ CORP RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-06-30;664619105.25
FI;00.832.407/0001-85;ITAÚ FRANCÊS RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-06-30;4737669125.99
FI;00.832.414/0001-87;ITAÚ RENDA FIXA REFERENCIADO DI PLUS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-06-30;83785408.91
FI;00.832.424/0001-12;ITAÚ PERSONNALITÉ RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO CIC RESP LIMITADA;2024-06-30;2612502.17
FI;00.832.431/0001-14;ITAÚ PERSONNALITÉ RF PLUS FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2024-06-30;29276790.94
