TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;TP_APLIC;TP_ATIVO;EMISSOR_LIGADO;TP_NEGOC;QT_VENDA_NEGOC;VL_VENDA_NEGOC;QT_AQUIS_NEGOC;VL_AQUIS_NEGOC;QT_POS_FINAL;VL_MERC_POS_FINAL;VL_CUSTO_POS_FINAL;DT_CONFID_APLIC;PF_PJ_EMISSOR;CPF_CNPJ_EMISSOR;EMISSOR;DT_VENC;TITULO_POSFX;CD_INDEXADOR_POSFX;DS_INDEXADOR_POSFX;PR_INDEXADOR_POSFX;PR_CUPOM_POSFX;PR_TAXA_PREFX;TITULO_CETIP;TITULO_GARANTIA;CNPJ_INSTITUICAO_FINANC_COOBR
FAPI;03.564.825/0001-27;SICREDI FAPI COMPOSTO - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;0.000000;0.00;0.000000;0.00;1467.000000;1531960.39;;;PJ;33.611.500/0001-19;GERDAU S.A;2026-05-06;S;DI1;DI de um dia;107.250000;0.000000;;S;N;
FAPI;10.546.592/0001-03;SICREDI FAPI RENDA FIXA - FUNDO DE APOSENTADORIA PROGRAMADA INDIVIDUAL - RESPONSABILIDADE LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;1007.000000;1051591.08;;;PJ;33.611.500/0001-19;GERDAU S.A;2026-05-06;S;DI1;DI de um dia;107.250000;0.000000;;S;N;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;15327.000000;15513702.15;;2024-12-29;PJ;00.864.214/0001-06;ENERGISA SA;2029-09-04;S;DI1;DI de um dia;100.000000;1.295255;;S;N;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;5615.000000;5640084.06;;2024-12-29;PJ;04.172.213/0001-51;PIRATININGA FL;2029-09-10;S;DI1;DI de um dia;100.000000;0.498009;;S;N;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;16913.000000;16964335.24;;2024-12-29;PJ;33.050.196/0001-88;CPFL;2029-09-10;S;DI1;DI de um dia;100.000000;0.497970;;S;N;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;3314.000000;3373129.89;;2024-12-29;PJ;01.543.032/0001-04;EQUATORIAL GOIA;2030-08-05;S;DI1;DI de um dia;100.000000;0.999999;;S;N;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;5792.000000;5899549.30;;2024-12-29;PJ;04.895.728/0001-80;CIA ELETR PARA;2030-08-05;S;DI1;DI de um dia;100.000000;0.949999;;S;N;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;18182.000000;18293627.56;;2024-12-29;PJ;06.977.745/0001-91;BR MALLS PARTIC;2031-08-20;S;DI1;DI de um dia;100.000000;0.630000;;S;N;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;5006.000000;5029783.74;;2024-12-29;PJ;03.953.509/0001-47;CPFL GERAÇÃO DE;2031-09-10;S;DI1;DI de um dia;100.000000;0.597210;;S;N;
FI;00.322.699/0001-06;BRADESCO H FIF - CLASSE DE INVESTIMENTO RF REFERENCIADA DI CRED PRIV LP EXECUTIVO - RESP LIMITADA;2024-09-30;Debêntures;Debênture simples;N;Para negociação;;;;;8435.000000;8479914.09;;2024-12-29;PJ;04.172.213/0001-51;PIRATININGA FL;2031-09-10;S;DI1;DI de um dia;100.000000;0.597245;;S;N;
