TP_FUNDO_CLASSE;CNPJ_FUNDO_CLASSE;DENOM_SOCIAL;DT_COMPTC;VL_PATRIM_LIQ
CLASSES - FIF;01.631.246/0001-24;CONSERVADOR FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;205319292.27
CLASSES - FIF;01.656.101/0001-88;MCR-PRINCIPAL FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES RESPONSABILIDADE LIMITADA;2024-11-30;432580560.90
CLASSES - FIF;01.889.170/0001-31;ITAÚ BBA ÍCARUS RENDA FIXA CURTO PRAZO FIF CIC RESPONSABILIDADE LIMITADA;2024-11-30;73684155.70
CLASSES - FIF;01.972.663/0001-30;SUPER PREMIUM RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2024-11-30;16708130.57
CLASSES - FIF;02.190.541/0001-55;BRASILSEG RENDA FIXA SOBERANO ATIVO FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-11-30;517019667.55
CLASSES - FIF;02.224.354/0001-45;SANTANDER INSTITUCIONAL PREMIUM RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2024-11-30;3329852546.29
CLASSES - FIF;02.290.048/0001-07;ITAUVEST RENDA FIXA CURTO PRAZO PLUS FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-11-30;57796287.76
CLASSES - FIF;02.290.280/0001-45;ITAÚ FLEXPREV PLUS FIF CIC RF - RESP LIMITADA;2024-11-30;3860439458.13
CLASSES - FIF;02.290.304/0001-66;ITAÚ FLEXPREV SPECIAL II FIF CIC RF - RESP LIMITADA;2024-11-30;1084043162.87
CLASSES - FIF;02.343.288/0001-22;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES MAINÁ;2024-11-30;975578278.75
CLASSES - FIF;02.367.527/0001-84;SANTANDER MASTER RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2024-11-30;3210625911.96
CLASSES - FIF;02.498.096/0001-95;SUPER CONSERVADOR FIF MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-11-30;795851661.29
CLASSES - FIF;02.543.811/0001-64;SANTANDER CENTRUM RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2024-11-30;677088155.24
CLASSES - FIF;02.603.461/0001-84;PORTO SEGURO CLÁSSICO FIF DA CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA LONGO PRAZO RESP LIMITADA;2024-11-30;310822691.57
CLASSES - FIF;02.668.765/0001-20;ITAUPREV ANNUITY V30 FIF CIC MULT - RESP LIMITADA;2024-11-30;16627324.04
CLASSES - FIF;02.668.766/0001-74;ITAUPREV ANNUITY F100 FIF CIC RF - RESP LIMITADA;2024-11-30;68054472.25
CLASSES - FIF;02.668.779/0001-43;ITAUPREV ANNUITY V5 FIF CIC MULT - RESP LIMITADA;2024-11-30;12926742.79
CLASSES - FIF;02.668.782/0001-67;ITAUPREV ANNUITY V15 FIF CIC MULT - RESP LIMITADA;2024-11-30;27798391.26
CLASSES - FIF;02.763.747/0001-27;HONOR AÇÕES FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-11-30;897429729.61
CLASSES - FIF;02.764.336/0001-56;ICATU SEG MODERADO B FC FIF RENDA FIXA - RESPONSABILIDADE LIMITADA;2024-11-30;113355887.77
CLASSES - FIF;02.764.357/0001-71;ICATU SEG COMPOSTO 20C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2024-11-30;92939001.25
CLASSES - FIF;02.764.393/0001-35;ICATU SEG COMPOSTO 10C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2024-11-30;36059219.52
CLASSES - FIF;02.764.418/0001-09;ICATU SEG COMPOSTO 49C FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2024-11-30;68075894.10
CLASSES - FIF;02.764.423/0001-03;ICATU SEG COMPOSTO 20B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2024-11-30;48845735.70
CLASSES - FIF;02.764.427/0001-91;ICATU SEG COMPOSTO 10B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2024-11-30;16051821.65
CLASSES - FIF;02.764.434/0001-93;ICATU SEG COMPOSTO 49B FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2024-11-30;31543607.71
CLASSES - FIF;02.764.937/0001-69;ICATU SEG MODERADO C FC FIF RENDA FIXA - RESPONSABILIDADE LIMITADA;2024-11-30;179907065.76
CLASSES - FIF;02.770.446/0001-20;POLO ATIVO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;263307028.00
CLASSES - FIF;02.850.835/0001-66;UNIVERSAL I FUNDO DE INVESTIMENTO FINANCEIRO MULT CRÉDITO PRIVADO - RESP LIMITADA;2024-11-30;178529461.03
CLASSES - FIF;02.850.991/0001-27;ITAÚ DI CORPORATE FIF DA CLASSE DE INVESTIMENTO EM COTAS RF REFERENCIADO RESP LIMITADA;2024-11-30;8146363.98
CLASSES - FIF;02.851.024/0001-80;ITAÚ FLEXPREV CORPORATE II FIF CIC RF - RESP LIMITADA;2024-11-30;386660316.03
CLASSES - FIF;02.887.434/0001-80;ITAÚ HIGH YIELD RENDA FIXA CRÉD PRIV LONGO PRAZO FIF CIC RESP LIMITADA;2024-11-30;136015179.14
CLASSES - FIF;02.887.456/0001-40;ITAUVEST RENDA FIXA CURTO PRAZO FIF CIC RESPONSABILIDADE LIMITADA;2024-11-30;1025860.82
CLASSES - FIF;02.887.948/0001-36;ITAÚ RENDA FIXA REFERENCIADO DI MAXIME FIF DA CIC RESP LIMITADA;2024-11-30;1590131669.60
CLASSES - FIF;02.898.519/0001-64;ITAÚ FLEXPREV CORPORATE III RV 49 FIF CIC MULT - RESP LIMITADA;2024-11-30;4748252.42
CLASSES - FIF;02.898.523/0001-22;ITAU FLEXPREV CORPORATE SOVEREIGN FIF CIC RF - RESP LIMITADA;2024-11-30;16818664.18
CLASSES - FIF;02.910.278/0001-21;SANTANDER VIP RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2024-11-30;9169714055.46
CLASSES - FIF;02.911.408/0001-40;ITAÚ FLEXPREV I FIF CIC RF - RESP LIMITADA;2024-11-30;1563491096.02
CLASSES - FIF;02.911.564/0001-01;ITAÚ FLEXPREV XVI PREMIUM FIF CIC RF - RESP LIMITADA;2024-11-30;110699755.50
CLASSES - FIF;02.924.217/0001-13;PORTO SEGURO SOBERANO DIAMANTE PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO RF RESP LIMITADA;2024-11-30;933032847.79
CLASSES - FIF;02.924.248/0001-74;PORTO SEGURO COMPOSTO PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT RESP LIMITADA;2024-11-30;146854384.12
CLASSES - FIF;02.924.262/0001-78;PORTO SEGURO RUBI PREMIUM PREVIDENCIÁRIO FUNDO DE INVESTIMENTO FINANCEIRO CIC RF RESP LIMITADA;2024-11-30;847169072.56
CLASSES - FIF;02.935.723/0001-08;ITAÚ CAPITAL INFLATION INDEX RENDA FIXA FIF CIC RESP LIMITADA;2024-11-30;358862.27
CLASSES - FIF;02.935.788/0001-53;ITAÚ LONG TERM CAPITAL FIX RENDA FIXA LONGO PRAZO FIF CIC RESP LIMITADA;2024-11-30;9994773.00
CLASSES - FIF;02.935.821/0001-45;ITAÚ LONG TERM MAXI FIX RENDA FIXA LONGO PRAZO FIF DA CIC RESPONSABILIDADE LIMITADA;2024-11-30;11903103.76
CLASSES - FIF;02.939.538/0001-91;ITAÚ PRÊMIO RENDA FIXA REFERENCIADO DI FIF CIC RESP LIMITADA;2024-11-30;118776128.89
CLASSES - FIF;03.004.435/0001-00;WE LAREN FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-11-30;18289781.76
CLASSES - FIF;03.069.104/0001-40;SANTANDER PREMIUM RENDA FIXA REFERENCIADO DI - CIC FIF RESP LIMITADA;2024-11-30;15145270682.56
CLASSES - FIF;03.100.395/0001-92;GERDAU PREVIDÊNCIA BENEFICIO DEFINIDO 3 FIF MULTIMERCADO CRÉD PRIVADO DE RESPONSABILIDADE LIMITADA;2024-11-30;343037716.54
CLASSES - FIF;03.101.834/0001-81;SANTANDER CEDRO RENDA FIXA - FUNDO DE INVESTIMENTO FINANCEIRO RESPONSABILIDADE LIMITADA;2024-11-30;1546873023.22
CLASSES - FIF;03.168.115/0001-88;SULAMERICA PAJUCARA FIC DE FIF MULTIMERCADO DE RESPONSABILIDADE LIMITADA;2024-11-30;29376436.12
CLASSES - FIF;03.173.729/0001-58;ITAUPREV MASTER V20 FIF CIC MULT - RESP LIMITADA;2024-11-30;78723724.90
CLASSES - FIF;03.182.559/0001-78;ITAÚ RENDA FIXA REFERENCIADO DI SUPER FIF CIC RESP LIMITADA;2024-11-30;341042745.42
CLASSES - FIF;03.184.103/0001-47;ITAU PRÊMIO RENDA FIXA FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2024-11-30;106782788.38
CLASSES - FIF;03.184.134/0001-06;ITAÚ SUPER RENDA FIXA FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2024-11-30;131973895.54
CLASSES - FIF;03.184.233/0001-80;ITAÚ PREMIUM RENDA FIXA REFERENCIADO DI FIF DA CIC RESP LIMITADA;2024-11-30;3615126629.68
CLASSES - FIF;03.185.710/0001-21;ITAÚ PP TOP RENDA FIXA SIMPLES FUNDO DE INVESTIMENTO FINANCEIRO CIC RESP LIMITADA;2024-11-30;77565005.07
CLASSES - FIF;03.187.084/0001-02;ITAÚ PP RENDA FIXA CURTO PRAZO FIF CIC RESP LIMITADA;2024-11-30;2345451092.46
CLASSES - FIF;03.191.766/0001-99;SÊNIOR IV FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-11-30;4701740.08
CLASSES - FIF;03.233.070/0001-88;PORTO SEGURO SOBERANO REFERENCIADO DI FIF RENDA FIXA RESP LIMITADA;2024-11-30;3809158428.71
CLASSES - FIF;03.233.076/0001-55;PORTO SEGURO EMPRESARIAL RENDA FIXA FUNDO DE INVESTIMENTO FINANCEIRO CRÉDITO PRIVADO RESP LIMITADA;2024-11-30;3844712711.65
CLASSES - FIF;03.235.396/0001-44;SAINT MALO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;3667542.41
CLASSES - FIF;03.336.760/0001-62;ITAÚ SL RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-11-30;158544512.34
CLASSES - FIF;03.336.931/0001-53;MAXI PREMIUM RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO CIC RESP LIMITADA;2024-11-30;44408630.69
CLASSES - FIF;03.364.021/0001-84;ITAÚ FLEXPREV FSA/TM FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIV RESP LIMITADA;2024-11-30;96741925.22
CLASSES - FIF;03.364.147/0001-59;ITAÚ FLEXPREV PLUS V20 FIF CIC MULT - RESP LIMITADA;2024-11-30;30748169.77
CLASSES - FIF;03.366.545/0001-04;ITAÚ FLEXPREV MASTER FIF CIC RF - RESP LIMITADA;2024-11-30;2387246879.45
CLASSES - FIF;03.374.369/0001-52;UNIBANCO PREVER IV FIX 100 ESPECIALMENTE CONSTITUIDOS  FIF CIC RF - RESP LIMITADA;2024-11-30;283019237.90
CLASSES - FIF;03.374.465/0001-09;ITAÚ FLEXPREV CORPORATE IV FIF CIC RF - RESP LIMITADA;2024-11-30;358275727.12
CLASSES - FIF;03.374.487/0001-60;ITAÚ FLEXPREV CORPORATE RV15 FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA;2024-11-30;29316538.47
CLASSES - FIF;03.374.499/0001-95;UNIBANCO PREVER IV RV 30 FIF ESPECIALMENTE CONSTITUÍDOS DA CIC MULT - RESP LIMITADA;2024-11-30;58588579.64
CLASSES - FIF;03.381.437/0001-00;CSHG CENTAURUS FUNDO DE INVESTIMENTO EM COTAS DE FIF -MULT CREDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;58396239.67
CLASSES - FIF;03.399.411/0001-90;BRADESCO FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADA DI PREMIUM - RESP LIMITADA;2024-11-30;15384948340.63
CLASSES - FIF;03.409.453/0001-64;BRADESCO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULT CRED PRIV FORTE;2024-11-30;67875536.33
CLASSES - FIF;03.438.278/0001-33;ITAUPREV MASTER F100 FIF CIC RENDA FIXA RESPONSABILIDADE LIMITADA;2024-11-30;133545705.67
CLASSES - FIF;03.438.284/0001-90;ITAUPREV MASTER V40 FIF CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-11-30;35520865.19
CLASSES - FIF;03.438.288/0001-79;ITAUPREV MASTER V10 FIF CIC MULT - RESP LIMITADA;2024-11-30;156212123.28
CLASSES - FIF;03.499.625/0001-38;ICATU SEG TOP C FUNDO DE INVESTIMENTO EM COTAS FIF RF- RESP LIMITADA;2024-11-30;15243811.35
CLASSES - FIF;03.507.865/0001-37;UNIBANCO PREVER I FIX 100 FIF CIC ESPECIALMENTE CONSTITUÍDOS RF - RESP LIMITADA;2024-11-30;493305377.62
CLASSES - FIF;03.507.873/0001-83;UNIBANCO PREVER I RV 30 FIF ESPECIALMENTE CONSTITUÍDOS DA CIC MULT - RESP LIMITADA;2024-11-30;17064370.71
CLASSES - FIF;03.515.391/0001-75;FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO MOSAICO;2024-11-30;48130240.25
CLASSES - FIF;03.524.814/0001-13;ALVORADA FUNDO DE INVESTIMENTO FINANCEIRO AÇÕES - RESPONSABILIDADE LIMITADA;2024-11-30;3007660144.48
CLASSES - FIF;03.537.456/0001-83;ICATU VANGUARDA MULTIESTRATÉGIA ARROJADO FIF MULT PREVIDENCIÁRIO - RESP LIMITADA;2024-11-30;110164843.03
CLASSES - FIF;03.537.485/0001-45;ICATU SEG COMPOSTO 20E FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2024-11-30;98032435.70
CLASSES - FIF;03.537.494/0001-36;ICATU SEG MODERADO E FC FIF RENDA FIXA - RESPONSABILIDADE LIMITADA;2024-11-30;167318121.30
CLASSES - FIF;03.537.505/0001-88;ICATU SEG COMPOSTO 10E FUNDO DE INVESTIMENTO EM COTAS FIF MULT - RESP LIMITADA;2024-11-30;33010615.74
CLASSES - FIF;03.547.677/0001-32;ITAÚ UPJ SUPER RENDA FIXA CURTO PRAZO FIF CIC RESP LIMITADA;2024-11-30;3679339.79
CLASSES - FIF;03.557.198/0001-05;ITAÚ CORP FEDERAL PLUS RENDA FIXA CURTO PRAZO FIF CIC RESP LIMITADA;2024-11-30;1542194239.30
CLASSES - FIF;03.573.793/0001-26;BRADESCO FIF - CLASSE DE INVESTIMENTO EM COTAS RENDA FIXA RENTAMAXI - RESPONSABILIDADE LIMITADA;2024-11-30;450515127.76
CLASSES - FIF;03.573.825/0001-93;PRIVATE 11 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;29412686.30
CLASSES - FIF;03.596.908/0001-06;ITAÚ FLEXPREV CORPORATE VII FIF CIC RF - RESP LIMITADA;2024-11-30;33856644.58
CLASSES - FIF;03.596.909/0001-42;JÚPITER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO;2024-11-30;628424.80
CLASSES - FIF;03.597.057/0001-08;ITAÚ FLEXPREV CORPORATE RV49 FIF CIC MULT - RESPONSABILIDADE LIMITADA;2024-11-30;29566080.39
CLASSES - FIF;03.618.010/0001-83;TAGUS FUNDAMENTAL FUNDO DE INVESTIMENTO DE AÇÕES;2024-11-30;5709579.37
CLASSES - FIF;03.618.202/0001-90;ITAÚ PRIVATE K2 MULTIMERCADO FIF DA CLASSE DE INVESTIMENTO EM COTAS RESPONSABILIDADE LIMITADA;2024-11-30;1591529.60
CLASSES - FIF;03.618.257/0001-08;LITORAL FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA REFERENCIADO DI RESPONSABILIDADE LIMITADA;2024-11-30;64515877.37
CLASSES - FIF;03.618.607/0001-28;ITAÚ RENDA FIXA MAXIME FIF DA CLASSE DE INVESTIMENTO EM COTAS RESP LIMITADA;2024-11-30;786003811.94
CLASSES - FIF;03.641.725/0001-57;PRIVATE 24 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA;2024-11-30;67451569.18
CLASSES - FIF;03.644.263/0001-21;ICATU SEG COMPOSTO I FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT - RESP LIMITADA;2024-11-30;3615932.66
CLASSES - FIF;03.652.358/0001-97;UNICLASS RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-11-30;106060447.29
CLASSES - FIF;03.657.168/0001-62;CAPRICÓRNIO FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA;2024-11-30;7237400.83
CLASSES - FIF;03.680.180/0001-98;ITAÚ FLEXPREV CORPORATE RV 20 FIF CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-11-30;122078319.85
CLASSES - FIF;03.680.327/0001-40;ITAU FLEXPREV CORPORATE RV 35 FIF CIC MULT - RESP LIMITADA;2024-11-30;101607071.51
CLASSES - FIF;03.699.947/0001-20;UNICLASS CONSERVADOR FIF CIC RENDA FIXA RESPONSABILIDADE LIMITADA;2024-11-30;59671065.83
CLASSES - FIF;03.721.554/0001-76;ITAÚ NOBRE RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-11-30;23912393.93
CLASSES - FIF;03.737.209/0001-20;CAIXA PCRJ FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;2024-11-30;418383307.49
CLASSES - FIF;03.737.212/0001-44;CAIXA EXCLUSIVO SANEPAR I FUNDO DE INVESTIMENTO FINANCEIRO RENDA FIXA - RESPONSABILIDADE LIMITADA;2024-11-30;234861049.75
CLASSES - FIF;03.749.473/0001-84;BEM FIF CIC MULTIMERCADO - RESPONSABILIDADE LIMITADA;2024-11-30;130588187.07
CLASSES - FIF;03.792.701/0001-07;ITAÚ MULTIMERCADO EQUITY HEDGE FUNDO DE INVESTIMENTO FINANCEIRO DA CIC RESP LIMITADA;2024-11-30;3576168.14
CLASSES - FIF;03.821.078/0001-65;TOPÁZIO AZUL PGBL FIF ESPECIALMENTE CONSTITUÍDOS CIC RF - RESP LIMITADA;2024-11-30;229674857.67
CLASSES - FIF;03.821.440/0001-06;STELLANTIS PREVI FIF ESPECIALMENTE CONSTITUÍDOS CIC RF - RESP LIMITADA;2024-11-30;965285554.75
CLASSES - FIF;03.877.848/0001-91;RT TEBE FIF RF - RESP LIMITADA;2024-11-30;1064800056.12
CLASSES - FIF;03.958.114/0001-37;SANTANDER PARAOPEBA RENDA FIXA CRÉDITO PRIVADO - FIF RESP LIMITADA;2024-11-30;551281643.84
CLASSES - FIF;03.986.889/0001-16;MÔNACO FUNDO DE INVESTIMENTO EM AÇÕES;2024-11-30;12467463.15
CLASSES - FIF;04.052.699/0001-94;CSHG WARM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO FINANCEIRO - MULT CP RESP LTDA;2024-11-30;13920370.71
CLASSES - FIF;04.089.399/0001-80;ICATU SEG ÚNICO C FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT - RESP LIMITADA;2024-11-30;2402141.58
CLASSES - FIF;04.089.406/0001-43;ITAUPREV PREMIUM F100 FIF CIC RF - RESP LIMITADA;2024-11-30;6435758.64
CLASSES - FIF;04.089.491/0001-40;ITAUPREV PREMIUM V20 FIF CIC MULT - RESP LIMITADA;2024-11-30;7685448.54
